,Unnamed: 0,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,tweet,sentiment
879,879,1010003887959359489,2022-07-12 23:54:16+00:00, ,1547006459107749888,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
880,880,169730298,2022-07-12 23:54:14+00:00, ,1547006450236784640,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
881,881,1293893028218671107,2022-07-12 23:54:10+00:00, ,1547006433560264704,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
882,882,219927576,2022-07-12 23:54:06+00:00, ,1547006418389446656,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
883,883,632881231,2022-07-12 23:54:05+00:00, ,1547006412949032961,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
884,884,251930869,2022-07-12 23:53:48+00:00, ,1547006340446720000,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
885,885,81353338,2022-07-12 23:53:45+00:00, ,1547006328895197184,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
886,886,3140828179,2022-07-12 23:53:14+00:00, ,1547006197496041472,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
887,887,245320422,2022-07-12 23:53:06+00:00, ,1547006164013297664,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
888,888,1248122468213993472,2022-07-12 23:52:51+00:00, ,1547006102788706304,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
889,889,1124574783608213504,2022-07-12 23:52:49+00:00, ,1547006094006185984,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
890,890,1450393286808535044,2022-07-12 23:52:46+00:00, ,1547006082916438017,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
891,891,319559333,2022-07-12 23:52:37+00:00, ,1547006045184069632,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
892,892,717827181297020928,2022-07-12 23:52:36+00:00, ,1547006041090830336,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
893,893,1143281345495306240,2022-07-12 23:52:33+00:00, ,1547006028675690501,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
894,894,1278255350580305926,2022-07-12 23:52:31+00:00, ,1547006016792932352,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
895,895,225098439,2022-07-12 23:52:25+00:00, ,1547005993397395456,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
896,896,234251263,2022-07-12 23:52:25+00:00, ,1547005993238003712,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
897,897,1281239335077965824,2022-07-12 23:52:23+00:00, ,1547005985855664128,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
898,898,1275331834071511043,2022-07-12 23:52:23+00:00, ,1547005983683379200,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
899,899,1520947824279519232,2022-07-12 23:52:03+00:00, ,1547005899335962625,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
900,900,1488710049627504642,2022-07-12 23:51:58+00:00, ,1547005878834180096,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
901,901,258704666,2022-07-12 23:51:58+00:00, ,1547005878213431296,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
902,902,1269824862492614657,2022-07-12 23:51:49+00:00, ,1547005844197281792,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
903,903,249858124,2022-07-12 23:51:45+00:00, ,1547005823683276800,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
904,904,1228924958748753920,2022-07-12 23:51:42+00:00, ,1547005813537280000,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
905,905,926660877285187589,2022-07-12 23:51:38+00:00, ,1547005797057830912,in,0,0.0,0.0,8,"RT @geloraco: Kapolri Ajak Komnas HAM Usut Tragedi Berdarah di Rumah Ferdy Sambo
https://t.co/2Dbba1Yccy",1
906,906,1351660896527872000,2022-07-12 23:51:32+00:00, ,1547005773032464384,in,0,0.0,0.0,3,"RT @BeritaSubang_PR: Berembus Kabar Perselingkuhan Istri Ferdy Sambo dengan Brigadir J, Kapolres Jaksel Ungkap Fakta InI https://t.co/Tha0b…",1
907,907,1349788107852316678,2022-07-12 23:51:32+00:00, ,1547005772919218176,in,0,0.0,0.0,3,"RT @BeritaSubang_PR: Berembus Kabar Perselingkuhan Istri Ferdy Sambo dengan Brigadir J, Kapolres Jaksel Ungkap Fakta InI https://t.co/Tha0b…",1
908,908,917565319295545344,2022-07-12 23:51:30+00:00, ,1547005764765507584,in,0,0.0,0.0,671,RT @detikcom: Keluarga Brigadir J tidak yakin anaknya melakukan pelecehan seksual terhadap istri Kadiv Propam. Yuni meminta bukti rekaman C…,1
909,909,1361846504843972609,2022-07-12 23:51:22+00:00, ,1547005727356878850,in,1,0.0,0.0,0,"Ternyata, Istri Irjen Ferdy Sambo Sudah Laporkan Brigadir Yosua Atas Tuduhan Penc*bul4n

https://t.co/3bicR2A3Uo",1
910,910,776017308,2022-07-12 23:51:17+00:00, ,1547005709820502016,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
911,911,230384576,2022-07-12 23:50:58+00:00, ,1547005629872865281,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
912,912,988002806278729729,2022-07-12 23:50:51+00:00, ,1547005599459999744,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
913,913,109774409,2022-07-12 23:50:42+00:00, ,1547005560192507905,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
914,914,103775743,2022-07-12 23:50:22+00:00, ,1547005477233754112,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
915,915,1390791057286201344,2022-07-12 23:49:37+00:00, ,1547005288489750529,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
916,916,1331398540858249218,2022-07-12 23:49:03+00:00, ,1547005144725798912,in,0,0.0,0.0,3,"RT @BeritaSubang_PR: Berembus Kabar Perselingkuhan Istri Ferdy Sambo dengan Brigadir J, Kapolres Jaksel Ungkap Fakta InI https://t.co/Tha0b…",1
917,917,30192215,2022-07-12 23:48:39+00:00, ,1547005047430533120,in,2,1.0,0.0,0,"Pelaporan kasus pidana utk org yg sudah almarhum?

https://t.co/gOYYNGbOwh

Sejumlah fakta terungkap dari insiden polisi tembak polisi di rumah Kadiv Propam Irjen Ferdy Sambo yang menewaskan Brigadir J. Simak selengkapnya.",1
918,918,1351664758848540673,2022-07-12 23:48:33+00:00, ,1547005022063366144,in,1,0.0,0.0,3,"Berembus Kabar Perselingkuhan Istri Ferdy Sambo dengan Brigadir J, Kapolres Jaksel Ungkap Fakta InI https://t.co/Tha0bMGgzi",1
919,919,502438867,2022-07-12 23:48:20+00:00, ,1547004967332229120,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
920,920,233451839,2022-07-12 23:48:10+00:00, ,1547004924361248768,in,0,0.0,0.0,96,"RT @OposisiCerdas: Jaga Objektivitas Penyidikan, Kapolri Perlu Berhentikan Sementara Ferdy Sambo
https://t.co/0Rc3hrkRWe",1
921,921,1123199159064858624,2022-07-12 23:47:36+00:00, ,1547004780098502656,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
922,922,970109912167542784,2022-07-12 23:47:28+00:00, ,1547004749110988801,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
923,923,1036025061772148736,2022-07-12 23:47:15+00:00, ,1547004695142875136,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
924,924,479248583,2022-07-12 23:47:15+00:00, ,1547004694676918272,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
925,925,173447449,2022-07-12 23:46:39+00:00, ,1547004543493640192,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
926,926,101329829,2022-07-12 23:46:39+00:00, ,1547004541987692545,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
927,927,425568320,2022-07-12 23:46:36+00:00, ,1547004529060618240,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
928,928,1096930123733819392,2022-07-12 23:46:20+00:00, ,1547004460668309509,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
929,929,1492822827153514500,2022-07-12 23:46:16+00:00, ,1547004445203914753,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
930,930,1070256771489382401,2022-07-12 23:45:49+00:00, ,1547004331857412096,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
931,931,889874570001252352,2022-07-12 23:45:30+00:00, ,1547004253041872896,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
932,932,1463532603319881740,2022-07-12 23:45:09+00:00, ,1547004165859454976,in,0,0.0,0.0,160,RT @CNNIndonesia: Keluarga Brigadir J Klaim Ponsel Disadap Usai Insiden di Rumah Sambo https://t.co/v6KSifRkbu,1
933,933,892537814,2022-07-12 23:44:55+00:00, ,1547004106434174977,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
934,934,1374156866792476673,2022-07-12 23:44:54+00:00, ,1547004100038242304,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
935,935,1413278503437430784,2022-07-12 23:44:26+00:00, ,1547003985365979136,in,0,0.0,0.0,94,"RT @alextham878: Anehlah

1.Masa seorang sniper melepas 7 tembakan gk melukai lawan &amp; lawannya Bharada E melepaskan 5 tembakan semua kena &amp;…",1
936,936,1353150173917007873,2022-07-12 23:44:16+00:00, ,1547003941590040576,in,0,0.0,0.0,11,"RT @MediaKomando: Terungkap, Ini yang Dilakukan Istri Ferdy Sambo Sebelum Brigadir J dan Bharada E Baku Tembak
https://t.co/ZnHxL3nLTT",1
937,937,259180856,2022-07-12 23:44:09+00:00, ,1547003912535695361,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
938,938,1413278503437430784,2022-07-12 23:44:06+00:00, ,1547003900599103489,in,0,0.0,0.0,168,"RT @herjurutulis: Polisi mati, di tangan polisi, di rumah polisi, dinarasikan oleh polisi. CCTV disambar petir. Ayo gelar tiker.... Brigadi…",1
939,939,1379948770486407173,2022-07-12 23:44:00+00:00, ,1547003874808311808,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
940,940,1098438078161539072,2022-07-12 23:43:46+00:00, ,1547003817853861888,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
941,941,2354151721,2022-07-12 23:43:43+00:00, ,1547003805354835969,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
942,942,1494690163,2022-07-12 23:43:18+00:00, ,1547003698903396353,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
943,943,538061077,2022-07-12 23:43:02+00:00, ,1547003632796987392,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
944,944,3801747492,2022-07-12 23:42:22+00:00, ,1547003465846894592,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
945,945,1391789130867109890,2022-07-12 23:42:10+00:00, ,1547003415867572224,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
946,946,116378447,2022-07-12 23:42:08+00:00, ,1547003407080497152,in,0,0.0,0.0,94,"RT @alextham878: Anehlah

1.Masa seorang sniper melepas 7 tembakan gk melukai lawan &amp; lawannya Bharada E melepaskan 5 tembakan semua kena &amp;…",1
947,947,1096580034117066752,2022-07-12 23:42:05+00:00, ,1547003393046065152,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
948,948,1546369179053608961,2022-07-12 23:42:05+00:00, ,1547003391154352131,in,0,0.0,0.0,0,"Makin terang apa rumit?
https://t.co/GBcynq3NcR",2
949,949,185850834,2022-07-12 23:42:00+00:00, ,1547003372716564480,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
950,950,3006817226,2022-07-12 23:41:53+00:00, ,1547003344727986176,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
951,951,1127019536945897472,2022-07-12 23:41:53+00:00, ,1547003344694431744,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
952,952,1397157503582965764,2022-07-12 23:41:36+00:00, ,1547003270811422720,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
953,953,945779303823769600,2022-07-12 23:41:21+00:00, ,1547003209776254976,in,0,0.0,0.0,10,"RT @geloraco: Hasil Olah TKP Lanjutan Polres Jaksel di Rumah Irjen Ferdy Sambo, Ada Bercak Darah di Tembok Tangga Menuju Lantai Dua
https:/…",1
954,954,2369872482,2022-07-12 23:41:21+00:00, ,1547003206638895104,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
955,955,1374810198531928064,2022-07-12 23:41:18+00:00, ,1547003197486952448,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
956,956,890236552315629569,2022-07-12 23:41:16+00:00, ,1547003186678222849,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
957,957,1004481606302646272,2022-07-12 23:41:00+00:00, ,1547003121062510592,in,0,0.0,0.0,311,"RT @CNNIndonesia: CCTV di Rumah Irjen Ferdy Sambo Mati Saat Brigadir J Ditembak
https://t.co/iCa9QauH9n",1
958,958,1107452723048308736,2022-07-12 23:40:57+00:00, ,1547003109775482883,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
959,959,1413278503437430784,2022-07-12 23:40:57+00:00, ,1547003109670789121,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
960,960,1413278503437430784,2022-07-12 23:40:46+00:00, ,1547003061943828480,in,0,0.0,0.0,160,RT @CNNIndonesia: Keluarga Brigadir J Klaim Ponsel Disadap Usai Insiden di Rumah Sambo https://t.co/v6KSifRkbu,1
961,961,60490875,2022-07-12 23:40:44+00:00, ,1547003055404683264,in,0,0.0,0.0,0,"Isu Perselingkuhan Istri Irjen Sambo dan Brigadir J, Ini Kata Kapolres https://t.co/4N6ZnXfCqD",1
962,962,350150607,2022-07-12 23:40:36+00:00, ,1547003017857503232,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
963,963,79130206,2022-07-12 23:40:04+00:00, ,1547002887041007616,in,1,0.0,0.0,0,Putri Candrawathi atau Putri Ferdy Sambo sempat menjadi korban pelecehan Brigadir J. Istri dari Kadiv Propam Irjen Ferdy Sambo itu juga sempat ditodong pistol. #PutriCandrawathi https://t.co/6wOATn3CHr,1
964,964,707951883588018176,2022-07-12 23:40:01+00:00, ,1547002874328399872,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
965,965,4678134630,2022-07-12 23:39:42+00:00, ,1547002793474813952,in,0,0.0,0.0,531,"RT @HengkyCh1: Gak di KM 50, gak di Rumah Pak Sambo,
Kalo polisi jadi Koboy.
CCTV nya dipastikan RUSAK!!
Emang keren Polisi Indonesia mah..…",1
966,966,1068349682,2022-07-12 23:39:26+00:00, ,1547002724088442880,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
967,967,889874570001252352,2022-07-12 23:39:24+00:00, ,1547002719075897346,in,0,0.0,0.0,160,RT @CNNIndonesia: Keluarga Brigadir J Klaim Ponsel Disadap Usai Insiden di Rumah Sambo https://t.co/v6KSifRkbu,1
968,968,148643970,2022-07-12 23:39:19+00:00, ,1547002695554572288,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
969,969,1162627995435016193,2022-07-12 23:39:16+00:00, ,1547002682355089409,in,0,0.0,0.0,160,RT @CNNIndonesia: Keluarga Brigadir J Klaim Ponsel Disadap Usai Insiden di Rumah Sambo https://t.co/v6KSifRkbu,1
970,970,940480324978409473,2022-07-12 23:39:05+00:00, ,1547002637559951360,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
971,971,281454478,2022-07-12 23:39:03+00:00, ,1547002628164313088,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
972,972,1040624965840596993,2022-07-12 23:38:54+00:00, ,1547002590688583680,in,0,0.0,0.0,21,"RT @OposisiCerdas: Kapolri Ajak Komnas HAM Usut Tragedi Berdarah di Rumah Ferdy Sambo
https://t.co/HTHQtXtckk",1
973,973,1054590823,2022-07-12 23:38:47+00:00, ,1547002563144216576,in,0,0.0,0.0,152,"RT @eradotid: Bahkan di rumah dinas petinggi Polri yang bernama Ferdy Sambo aja, sesama polisi bisa saling tembak-tembakan, sampai Brigadir…",4
974,974,1656630072,2022-07-12 23:38:29+00:00, ,1547002488804737024,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
975,975,511443433,2022-07-12 23:38:26+00:00, ,1547002475940495363,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
976,976,400469250,2022-07-12 23:38:25+00:00, ,1547002469028622337,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
977,977,1429077896350486543,2022-07-12 23:38:22+00:00, ,1547002456193675265,in,0,0.0,0.0,21,"RT @tvOneNews: Pesona Istri Irjen Ferdy Sambo Membuat Brigadir J Gelap Mata, Brigadir J Nekat Berbuat Hal Tak Senonoh pada Istri Kadiv Prop…",1
978,978,64938064,2022-07-12 23:38:19+00:00, ,1547002444449972224,in,1,1.0,0.0,1,"dukung Kapolri @ListyoSigitP buka kasus ini dg scientific crime investigation
@DivHumas_Polri 

4 Kejanggalan Kasus Baku Tembak di Rumah Irjen Ferdy Sambo, 3 HP Keluarga Inti Diduga Diretas
 
https://t.co/MTXXPaS3oX via @tribunnews",1
979,979,1030297847206313984,2022-07-12 23:38:18+00:00, ,1547002441513586688,in,2,0.0,0.0,0,"7 tembakan J tidak ada yang mengenai E
Hmmmm 🤔 https://t.co/PpBEWcKk4G",1
980,980,1396155119809355783,2022-07-12 23:38:09+00:00, ,1547002405065465856,in,0,0.0,0.0,8088,"RT @NarasiNewsroom: Tak cuma mengundang banyak tanya, tewasnya Brigadir Novriansyah Yosua Hutabarat alias Brigadir J di rumah dinas Kadiv P…",1
981,981,142718839,2022-07-12 23:38:09+00:00, ,1547002402397511680,in,0,0.0,0.0,0,"Kalo ini rekayasa, rusak nama Polri. Kapolri @ListyoSigitP hrs tindak tgas smua pelaku. Jgn lindungi 2-3 anggota, yg hancurkan institusi @Kepolisian_RI https://t.co/LvgBaMTxch

Sejumlah fakta terungkap dari insiden polisi tembak polisi di rumah Kadiv Propam Irjen Ferdy Sambo",1
